run,segment,field,detector,slot,source,pred_x,pred_y,peak_pixel,snap_dist,peak_excess,peak_counts,n_support,n_pixels,pixels,flag
8865,0,137/137A-exb-1500,upper,R2C3,Bi-207-8779,-7.36,-6.54,24,0.72,1.1,176,0,4,15;23;24;33,CHECK
8865,0,137/137A-exb-1500,lower,R2C3,Bi-207-8779,-8.14,-7.77,,,,,0,0,,CHECK
8865,0,137/137A-exb-1500,lower,R1C2,Cd-109-9178,-2.14,0.89,1076,0.11,10.6,98061,4,5,1063;1075;1076;1086;1087,
8865,0,137/137A-exb-1500,lower,R1C3,Bi-207-8890,-2.14,-4.31,1079,0.11,12.4,154650,6,5,1066;1067;1078;1079;1090,
8865,0,137/137A-exb-1500,lower,R2C1,Bi-207-9176,-6.64,5.22,1105,0.11,46.4,57145,4,5,1095;1096;1105;1106;1114,
8865,0,137/137A-exb-1500,lower,R2C2,Bi-207-9177,-6.64,-1.71,1109,0.11,17.1,51313,6,3,1108;1109;1117,
9326,0,110/110A-exb0,upper,R1C1,Bi-207-8890,3.76,8.75,94,0.95,3.8,1156,4,4,84;94;95;104,CHECK
9326,0,110/110A-exb0,upper,R1C2,Bi-207-9177,3.76,1.82,97,0.78,12.0,56939,6,5,87;97;98;106;107,
9326,0,110/110A-exb0,upper,R1C3,Bi-207-9176,3.76,-5.11,101,0.78,43.4,76064,7,4,101;102;110;111,
9326,0,110/110A-exb0,upper,R2C1,Sn-113-9183,-0.74,7.88,59,0.78,28.9,11977,5,5,47;59;60;71;72,
9326,0,110/110A-exb0,upper,R2C2,Cd-109-9178,-2.24,1.82,50,0.78,71.1,386062,7,7,38;39;49;50;51;62;63,
9326,0,110/110A-exb0,upper,R2C3,Ce-139-9179,-0.74,-5.97,68,0.95,24.3,65390,7,6,44;45;55;56;68;69,CHECK
9326,0,110/110A-exb0,lower,R1C1,Bi-207-8890,4.63,6.52,1026,0.99,34.7,21984,5,4,1017;1026;1027;1037,CHECK
9326,0,110/110A-exb0,lower,R1C2,Bi-207-9177,4.03,-0.06,1029,0.97,33.4,188667,7,4,1019;1020;1028;1029,CHECK
9326,0,110/110A-exb0,lower,R1C3,Bi-207-9176,2.53,-6.13,1044,0.85,22.5,69197,7,4,1033;1034;1044;1045,
9326,0,110/110A-exb0,lower,R2C1,Sn-113-9183,-1.97,6.86,1072,0.97,85.4,170496,4,3,1059;1060;1072,CHECK
9326,0,110/110A-exb0,lower,R2C2,Cd-109-9178,-3.47,-0.93,1088,0.97,13.1,88282,4,5,1075;1076;1077;1087;1088,CHECK
9326,0,110/110A-exb0,lower,R2C3,Ce-139-9179,-3.47,-6.13,1092,0.85,21.7,176173,5,4,1080;1081;1091;1092,
9327,0,110/110A-exb0,upper,R1C1,Bi-207-8890,3.75,9.62,,,,,0,0,,CHECK
9327,0,110/110A-exb0,upper,R1C2,Bi-207-9177,3.75,2.69,97,0.09,18.7,88998,7,4,96;97;106;107,
9327,0,110/110A-exb0,upper,R1C3,Bi-207-9176,3.75,-4.24,101,0.09,43.0,75258,7,4,100;101;110;111,
9327,0,110/110A-exb0,upper,R2C1,Sn-113-9183,-0.75,8.75,59,0.09,0.6,229,0,3,59;71;72,CHECK
9327,0,110/110A-exb0,upper,R2C2,Cd-109-9178,-2.25,2.69,50,0.09,70.8,384502,7,6,38;39;49;50;62;63,
9327,0,110/110A-exb0,upper,R2C3,Ce-139-9179,-0.75,-5.11,67,0.09,3.7,17339,5,5,54;55;56;67;68,
9327,0,110/110A-exb0,lower,R1C1,Bi-207-8890,5.82,8.38,,,,,0,0,,CHECK
9327,0,110/110A-exb0,lower,R1C2,Bi-207-9177,5.22,1.79,1019,0.07,63.4,105931,7,4,1010;1018;1019;1028,
9327,0,110/110A-exb0,lower,R1C3,Bi-207-9176,3.72,-4.27,1032,0.07,66.7,190618,7,4,1022;1023;1031;1032,
9327,0,110/110A-exb0,lower,R2C1,Sn-113-9183,-0.78,8.72,1059,0.07,250.9,123672,3,4,1047;1059;1060;1072,
9327,0,110/110A-exb0,lower,R2C2,Cd-109-9178,-2.28,0.93,1076,0.07,16.2,112252,4,6,1062;1063;1075;1076;1086;1087,
9327,0,110/110A-exb0,lower,R2C3,Ce-139-9179,-2.28,-4.27,1079,0.07,40.2,171930,7,5,1067;1079;1080;1090;1091,
9367,0,110/110A-exb0,upper,R1C1,Bi-207-8890,-0.82,8.68,59,0.07,3.4,1394,1,4,59;60;71;72,CHECK
9367,0,110/110A-exb0,upper,R1C2,Bi-207-9177,-0.82,1.75,63,0.07,5.3,28197,5,4,50;51;62;63,
9367,0,110/110A-exb0,upper,R1C3,Bi-207-9176,-0.82,-5.18,67,0.07,4.4,20788,6,4,54;55;67;68,
9367,0,110/110A-exb0,upper,R2C1,Sn-113-9183,-5.32,7.81,25,0.07,1.1,58,0,4,25;26;35;36,CHECK
9367,0,110/110A-exb0,upper,R2C2,Cd-109-9178,-6.82,1.75,19,0.07,79.7,21830,5,5,3;10;11;18;19,
9367,0,110/110A-exb0,upper,R2C3,Ce-139-9179,-5.32,-6.04,33,0.07,289.9,435387,7,4,24;33;34;44,
9367,0,110/110A-exb0,lower,R2C1,Sn-113-9183,-6.5,8.78,,,,,0,0,,CHECK
9367,0,110/110A-exb0,lower,R1C1,Bi-207-8890,0.1,8.43,1059,0.88,196.9,97084,4,4,1047;1059;1060;1072,
9367,0,110/110A-exb0,lower,R1C2,Bi-207-9177,-0.5,1.85,1063,0.27,15.1,85696,5,4,1062;1063;1075;1076,
9367,0,110/110A-exb0,lower,R1C3,Bi-207-9176,-2.0,-4.21,1079,0.27,25.2,107920,7,6,1066;1067;1079;1080;1090;1091,
9367,0,110/110A-exb0,lower,R2C2,Cd-109-9178,-8.0,0.98,1116,0.27,344.6,94771,5,4,1106;1107;1115;1116,
9367,0,110/110A-exb0,lower,R2C3,Ce-139-9179,-8.0,-4.21,1119,0.27,545.8,114608,4,4,1110;1111;1118;1119,
9367,1,110/110A-exb0,upper,R1C1,Bi-207-8890,-0.81,8.57,59,0.11,30.0,12455,5,4,59;60;71;72,
9367,1,110/110A-exb0,upper,R1C2,Bi-207-9177,-0.81,1.64,63,0.11,6.3,33339,5,4,50;51;62;63,
9367,1,110/110A-exb0,upper,R1C3,Bi-207-9176,-0.81,-5.29,67,0.11,5.4,25152,7,5,54;55;56;67;68,
9367,1,110/110A-exb0,upper,R2C1,Sn-113-9183,-5.31,7.7,25,0.11,2.7,140,3,4,25;35;36;47,
9367,1,110/110A-exb0,upper,R2C2,Cd-109-9178,-6.81,1.64,19,0.11,105.4,28869,7,5,3;10;11;18;19,
9367,1,110/110A-exb0,upper,R2C3,Ce-139-9179,-5.31,-6.15,33,0.11,291.8,438347,7,4,24;33;34;44,
9367,1,110/110A-exb0,lower,R2C1,Sn-113-9183,-6.45,8.67,,,,,0,0,,CHECK
9367,1,110/110A-exb0,lower,R1C1,Bi-207-8890,0.15,8.33,1059,0.96,139.2,68618,4,4,1047;1059;1060;1072,CHECK
9367,1,110/110A-exb0,lower,R1C2,Bi-207-9177,-0.45,1.75,1063,0.3,15.3,86403,5,4,1063;1064;1075;1076,
9367,1,110/110A-exb0,lower,R1C3,Bi-207-9176,-1.95,-4.32,1079,0.3,22.6,96833,7,4,1067;1079;1080;1091,
9367,1,110/110A-exb0,lower,R2C2,Cd-109-9178,-7.95,0.88,1116,0.3,2229.1,613005,5,5,1107;1108;1115;1116;1117,
9367,1,110/110A-exb0,lower,R2C3,Ce-139-9179,-7.95,-4.32,1119,0.3,336.5,70670,4,3,1110;1111;1119,
9367,2,110/110A-exb0,upper,R1C1,Bi-207-8890,-0.8,8.71,59,0.07,59.2,24553,5,4,59;60;71;72,
9367,2,110/110A-exb0,upper,R1C2,Bi-207-9177,-0.8,1.78,63,0.07,5.1,26986,4,4,50;51;63;64,
9367,2,110/110A-exb0,upper,R1C3,Bi-207-9176,-0.8,-5.15,67,0.07,5.4,25357,5,5,54;55;56;67;68,
9367,2,110/110A-exb0,upper,R2C1,Sn-113-9183,-5.3,7.84,25,0.07,5.7,298,3,4,25;35;36;47,
9367,2,110/110A-exb0,upper,R2C2,Cd-109-9178,-6.8,1.78,19,0.07,141.2,38678,6,5,10;11;12;19;20,
9367,2,110/110A-exb0,upper,R2C3,Ce-139-9179,-5.3,-6.01,33,0.07,283.8,426323,7,4,24;33;34;44,
9367,2,110/110A-exb0,lower,R1C1,Bi-207-8890,1.45,7.48,1047,0.77,9.4,12751,4,4,1047;1059;1060;1072,
9367,2,110/110A-exb0,lower,R1C2,Bi-207-9177,0.85,0.9,1051,0.1,1.9,10939,2,5,1051;1052;1063;1064;1076,CHECK
9367,2,110/110A-exb0,lower,R1C3,Bi-207-9176,-0.65,-5.17,1067,0.1,15.1,71536,5,4,1067;1068;1079;1080,
9367,2,110/110A-exb0,lower,R2C1,Sn-113-9183,-5.15,7.82,1094,0.1,1.7,549,1,4,1084;1085;1094;1095,CHECK
9367,2,110/110A-exb0,lower,R2C2,Cd-109-9178,-6.65,0.03,1108,0.1,700.4,226242,7,4,1107;1108;1116;1117,
9367,2,110/110A-exb0,lower,R2C3,Ce-139-9179,-6.65,-5.17,1111,0.1,76.2,28666,4,3,1102;1111;1112,
9367,3,110/110A-exb0,upper,R1C1,Bi-207-8890,-0.79,6.83,60,0.11,16.9,41526,7,4,47;48;59;60,
9367,3,110/110A-exb0,upper,R1C2,Bi-207-9177,-0.79,-0.1,64,0.11,4.8,30726,4,4,51;52;64;65,
9367,3,110/110A-exb0,upper,R1C3,Bi-207-9176,-0.79,-7.03,68,0.11,26.0,69933,7,4,55;56;68;69,
9367,3,110/110A-exb0,upper,R2C1,Sn-113-9183,-5.29,5.96,26,0.11,1.6,617,2,4,25;26;36;37,CHECK
9367,3,110/110A-exb0,upper,R2C2,Cd-109-9178,-6.79,-0.1,20,0.11,90.0,23049,5,5,4;11;12;19;20,
9367,3,110/110A-exb0,upper,R2C3,Ce-139-9179,-5.29,-7.89,34,0.11,1598.1,175791,5,3,34;44;45,
9367,3,110/110A-exb0,lower,R1C1,Bi-207-8890,1.25,6.1,1048,0.5,3.8,14870,4,4,1048;1060;1061;1073,
9367,3,110/110A-exb0,lower,R1C2,Bi-207-9177,0.65,-0.48,1052,0.4,1.3,9343,2,4,1052;1064;1065;1077,CHECK
9367,3,110/110A-exb0,lower,R1C3,Bi-207-9176,-0.85,-6.54,1068,0.4,33.8,162941,6,4,1068;1069;1080;1081,
9367,3,110/110A-exb0,lower,R2C1,Sn-113-9183,-5.35,6.45,1095,0.4,8.5,7360,5,4,1095;1096;1105;1106,
9367,3,110/110A-exb0,lower,R2C2,Cd-109-9178,-6.85,-1.34,1109,0.4,179.6,67878,4,5,1108;1109;1116;1117;1118,
9367,3,110/110A-exb0,lower,R2C3,Ce-139-9179,-6.85,-6.54,1112,0.4,179.6,28205,3,3,1102;1111;1112,
9367,4,110/110A-exb0,upper,R1C1,Bi-207-8890,-0.78,6.96,60,0.04,6.6,16193,5,4,47;48;60;61,
9367,4,110/110A-exb0,upper,R1C2,Bi-207-9177,-0.78,0.03,64,0.04,2.6,16637,4,4,51;52;64;65,
9367,4,110/110A-exb0,upper,R1C3,Bi-207-9176,-0.78,-6.89,68,0.04,21.0,56518,4,4,55;56;68;69,
9367,4,110/110A-exb0,upper,R2C1,Sn-113-9183,-5.28,6.1,26,0.04,1.6,629,4,4,26;27;36;37,CHECK
9367,4,110/110A-exb0,upper,R2C2,Cd-109-9178,-6.78,0.03,20,0.04,124.3,31825,6,5,4;11;12;20;21,
9367,4,110/110A-exb0,upper,R2C3,Ce-139-9179,-5.28,-7.76,34,0.04,1604.7,176513,5,3,34;44;45,
9367,4,110/110A-exb0,lower,R1C1,Bi-207-8890,1.3,5.75,1048,0.63,2.1,8304,4,4,1048;1049;1060;1061,
9367,4,110/110A-exb0,lower,R1C2,Bi-207-9177,0.7,-0.84,1052,0.06,1.0,7519,2,5,1052;1053;1064;1065;1077,CHECK
9367,4,110/110A-exb0,lower,R1C3,Bi-207-9176,-0.8,-6.9,1068,0.06,19.9,96023,5,3,1068;1069;1081,
9367,4,110/110A-exb0,lower,R2C1,Sn-113-9183,-5.3,6.09,1095,0.06,10.2,8807,5,4,1095;1096;1105;1106,
9367,4,110/110A-exb0,lower,R2C2,Cd-109-9178,-6.8,-1.7,1109,0.06,326.3,123337,7,4,1108;1109;1117;1118,
9367,4,110/110A-exb0,lower,R2C3,Ce-139-9179,-6.8,-6.9,1112,0.06,179.1,28118,3,3,1102;1111;1112,
9367,5,110/110A-exb0,upper,R1C1,Bi-207-8890,-0.52,6.09,61,0.92,5.1,30665,4,4,48;49;61;62,
9367,5,110/110A-exb0,upper,R1C2,Bi-207-9177,-0.52,-0.84,65,0.92,5.9,26686,4,4,52;53;65;66,
9367,5,110/110A-exb0,upper,R1C3,Bi-207-9176,-0.52,-7.77,69,0.92,44.6,55331,3,4,55;56;68;69,
9367,5,110/110A-exb0,upper,R2C1,Sn-113-9183,-5.02,5.22,27,0.92,16.6,11498,6,4,9;17;18;27,
9367,5,110/110A-exb0,upper,R2C2,Cd-109-9178,-6.52,-0.84,21,0.92,82.1,26529,6,5,5;12;13;21;22,
9367,5,110/110A-exb0,upper,R2C3,Ce-139-9179,-5.02,-8.63,34,0.87,1622.9,178515,5,3,34;44;45,
9367,5,110/110A-exb0,lower,R2C3,Ce-139-9179,-6.75,-8.76,,,,,0,0,,CHECK
9367,5,110/110A-exb0,lower,R1C1,Bi-207-8890,1.35,3.88,1049,0.75,2.6,13563,4,5,1049;1050;1061;1062;1074,
9367,5,110/110A-exb0,lower,R1C2,Bi-207-9177,0.75,-2.7,1053,0.1,1.8,9352,2,4,1053;1065;1066;1078,CHECK
9367,5,110/110A-exb0,lower,R1C3,Bi-207-9176,-0.75,-8.76,1069,0.1,119.3,113835,4,3,1068;1069;1081,
9367,5,110/110A-exb0,lower,R2C1,Sn-113-9183,-5.25,4.23,1096,0.1,8.9,12191,6,4,1096;1097;1105;1106,
9367,5,110/110A-exb0,lower,R2C2,Cd-109-9178,-6.75,-3.57,1110,0.1,107.6,40224,7,4,1109;1110;1118;1119,
9367,6,110/110A-exb0,upper,R1C1,Bi-207-8890,0.85,9.66,71,0.17,4.3,103,3,3,59;71;72,
9367,6,110/110A-exb0,upper,R1C2,Bi-207-9177,0.85,2.73,75,0.17,6.0,28443,4,4,62;63;74;75,
9367,6,110/110A-exb0,upper,R1C3,Bi-207-9176,0.85,-4.2,79,0.17,5.4,25801,5,4,66;67;78;79,
9367,6,110/110A-exb0,upper,R2C1,Sn-113-9183,-3.65,8.79,35,0.17,0.6,53,0,3,35;36;47,CHECK
9367,6,110/110A-exb0,upper,R2C2,Cd-109-9178,-5.15,2.73,28,0.17,56.5,88263,5,4,10;18;19;28,
9367,6,110/110A-exb0,upper,R2C3,Ce-139-9179,-3.65,-5.06,43,0.17,28.7,179242,6,5,33;34;43;44;55,
9367,6,110/110A-exb0,lower,R2C1,Sn-113-9183,-5.35,8.96,,,,,0,0,,CHECK
9367,6,110/110A-exb0,lower,R1C1,Bi-207-8890,1.25,8.61,1047,0.96,32.2,43728,4,4,1047;1059;1060;1072,CHECK
9367,6,110/110A-exb0,lower,R1C2,Bi-207-9177,0.65,2.03,1050,0.57,12.0,57701,5,4,1050;1051;1062;1063,
9367,6,110/110A-exb0,lower,R1C3,Bi-207-9176,-0.85,-4.03,1066,0.57,29.4,141625,7,5,1053;1054;1066;1067;1079,
9367,6,110/110A-exb0,lower,R2C2,Cd-109-9178,-6.85,1.17,1107,0.57,2129.8,668769,7,6,1097;1106;1107;1108;1115;1116,
9367,6,110/110A-exb0,lower,R2C3,Ce-139-9179,-6.85,-4.03,1110,0.57,317.3,118657,7,5,1101;1110;1111;1118;1119,
9367,7,110/110A-exb0,upper,R1C1,Bi-207-8890,-0.64,8.56,59,0.15,47.4,19684,5,4,59;60;71;72,
9367,7,110/110A-exb0,upper,R1C2,Bi-207-9177,-0.64,1.63,63,0.15,12.1,63745,7,7,50;51;62;63;64;75;76,
9367,7,110/110A-exb0,upper,R1C3,Bi-207-9176,-0.64,-5.3,67,0.15,7.0,32511,7,4,54;55;67;68,
9367,7,110/110A-exb0,upper,R2C1,Sn-113-9183,-5.14,7.69,25,0.15,1.0,53,0,4,25;26;35;36,CHECK
9367,7,110/110A-exb0,upper,R2C2,Cd-109-9178,-6.64,1.63,19,0.15,1037.5,284285,7,5,10;11;18;19;20,
9367,7,110/110A-exb0,upper,R2C3,Ce-139-9179,-5.14,-6.17,33,0.15,295.5,443916,7,4,24;33;34;44,
9367,7,110/110A-exb0,lower,R1C1,Bi-207-8890,1.3,7.52,1047,0.61,51.7,70049,5,3,1047;1059;1060,
9367,7,110/110A-exb0,lower,R1C2,Bi-207-9177,0.7,0.94,1051,0.09,9.9,57762,4,4,1050;1051;1063;1064,
9367,7,110/110A-exb0,lower,R1C3,Bi-207-9176,-0.8,-5.12,1067,0.09,31.8,150591,7,5,1055;1067;1068;1079;1080,
9367,7,110/110A-exb0,lower,R2C1,Sn-113-9183,-5.3,7.87,1094,0.09,10.6,3362,1,3,1084;1094;1095,CHECK
9367,7,110/110A-exb0,lower,R2C2,Cd-109-9178,-6.8,0.07,1108,0.09,315.0,101734,6,5,1098;1107;1108;1115;1116,
9367,7,110/110A-exb0,lower,R2C3,Ce-139-9179,-6.8,-5.12,1111,0.09,405.3,152388,6,3,1102;1111;1112,
9367,8,110/110A-exb0,upper,R1C1,Bi-207-8890,0.62,7.69,72,0.17,43.9,25485,7,3,59;71;72,
9367,8,110/110A-exb0,upper,R1C2,Bi-207-9177,0.62,0.76,76,0.17,4.8,25783,4,4,63;64;75;76,
9367,8,110/110A-exb0,upper,R1C3,Bi-207-9176,0.62,-6.17,80,0.17,6.5,26325,7,4,67;68;80;81,
9367,8,110/110A-exb0,upper,R2C1,Sn-113-9183,-3.88,6.82,36,0.17,1.9,1198,3,4,35;36;47;48,CHECK
9367,8,110/110A-exb0,upper,R2C2,Cd-109-9178,-5.38,0.76,29,0.17,33.0,85360,5,4,11;19;20;29,
9367,8,110/110A-exb0,upper,R2C3,Ce-139-9179,-3.88,-7.03,44,0.17,797.6,1564015,7,4,34;44;45;56,
9367,8,110/110A-exb0,lower,R1C1,Bi-207-8890,1.35,7.41,1047,0.71,29.6,40099,5,4,1047;1048;1059;1060,
9367,8,110/110A-exb0,lower,R1C2,Bi-207-9177,0.75,0.83,1051,0.04,7.6,44658,4,4,1051;1052;1063;1064,
9367,8,110/110A-exb0,lower,R1C3,Bi-207-9176,-0.75,-5.23,1067,0.04,22.5,106449,7,4,1055;1067;1068;1080,
9367,8,110/110A-exb0,lower,R2C1,Sn-113-9183,-5.25,7.76,1094,0.04,39.2,12384,3,3,1084;1094;1095,
9367,8,110/110A-exb0,lower,R2C2,Cd-109-9178,-6.75,-0.04,1108,0.04,2006.6,648145,7,5,1107;1108;1109;1116;1117,
9367,8,110/110A-exb0,lower,R2C3,Ce-139-9179,-6.75,-5.23,1111,0.04,190.4,71586,6,3,1102;1111;1112,
9367,9,110/110A-exb0,upper,R1C1,Bi-207-8890,-0.62,7.06,60,0.18,23.1,56887,7,5,47;59;60;72;73,
9367,9,110/110A-exb0,upper,R1C2,Bi-207-9177,-0.62,0.13,64,0.18,9.7,61582,7,6,51;52;63;64;65;77,
9367,9,110/110A-exb0,upper,R1C3,Bi-207-9176,-0.62,-6.8,68,0.18,29.2,78670,7,4,55;56;68;69,
9367,9,110/110A-exb0,upper,R2C1,Sn-113-9183,-5.12,6.19,26,0.18,1.0,392,2,6,17;25;26;27;36;37,CHECK
9367,9,110/110A-exb0,upper,R2C2,Cd-109-9178,-6.62,0.13,20,0.18,1100.9,281839,7,5,11;12;19;20;21,
9367,9,110/110A-exb0,upper,R2C3,Ce-139-9179,-5.12,-7.66,34,0.18,1602.5,176272,5,3,34;44;45,
9367,9,110/110A-exb0,lower,R1C1,Bi-207-8890,1.4,5.79,1048,0.71,14.2,55161,6,4,1048;1049;1060;1061,
9367,9,110/110A-exb0,lower,R1C2,Bi-207-9177,0.8,-0.79,1052,0.09,6.9,49776,5,4,1052;1053;1064;1065,
9367,9,110/110A-exb0,lower,R1C3,Bi-207-9176,-0.7,-6.86,1068,0.09,38.5,185572,7,3,1068;1069;1081,
9367,9,110/110A-exb0,lower,R2C1,Sn-113-9183,-5.2,6.13,1095,0.09,47.0,40520,5,4,1095;1096;1105;1106,
9367,9,110/110A-exb0,lower,R2C2,Cd-109-9178,-6.7,-1.66,1109,0.09,1006.5,380473,7,4,1099;1108;1109;1117,
9367,9,110/110A-exb0,lower,R2C3,Ce-139-9179,-6.7,-6.86,1112,0.09,179.9,28250,3,3,1102;1111;1112,
9367,10,110/110A-exb0,upper,R1C1,Bi-207-8890,-0.61,6.94,60,0.14,7.5,18433,5,5,48;60;61;72;73,
9367,10,110/110A-exb0,upper,R1C2,Bi-207-9177,-0.61,0.01,64,0.14,4.0,25354,5,4,51;52;64;65,
9367,10,110/110A-exb0,upper,R1C3,Bi-207-9176,-0.61,-6.92,68,0.14,19.9,53523,5,4,55;56;68;69,
9367,10,110/110A-exb0,upper,R2C1,Sn-113-9183,-5.11,6.07,26,0.14,6.5,2545,4,4,17;18;26;27,
9367,10,110/110A-exb0,upper,R2C2,Cd-109-9178,-6.61,0.01,20,0.14,314.4,80488,6,4,11;12;20;21,
9367,10,110/110A-exb0,upper,R2C3,Ce-139-9179,-5.11,-7.78,34,0.14,1463.4,160979,5,3,34;44;45,
9367,10,110/110A-exb0,lower,R1C1,Bi-207-8890,1.45,5.68,1048,0.8,5.5,21526,4,4,1048;1049;1060;1061,
9367,10,110/110A-exb0,lower,R1C2,Bi-207-9177,0.85,-0.9,1052,0.11,3.2,23019,4,5,1052;1053;1064;1065;1066,
9367,10,110/110A-exb0,lower,R1C3,Bi-207-9176,-0.65,-6.97,1068,0.11,18.3,88243,5,3,1068;1069;1081,
9367,10,110/110A-exb0,lower,R2C1,Sn-113-9183,-5.15,6.02,1095,0.11,14.6,12603,3,4,1095;1096;1105;1106,
9367,10,110/110A-exb0,lower,R2C2,Cd-109-9178,-6.65,-1.77,1109,0.11,1232.6,465916,7,5,1108;1109;1110;1117;1118,
9367,10,110/110A-exb0,lower,R2C3,Ce-139-9179,-6.65,-6.97,1112,0.11,164.7,25851,3,3,1102;1111;1112,
9368,0,110/110A-exb0,upper,R1C1,Bi-207-8890,-0.1,5.57,61,0.75,7.9,47615,6,4,49;61;62;74,
9368,0,110/110A-exb0,upper,R1C2,Bi-207-9177,-0.1,-1.36,65,0.75,10.6,47654,4,5,52;53;65;66;78,
9368,0,110/110A-exb0,upper,R1C3,Bi-207-9176,-0.1,-8.29,69,0.75,38.4,47661,3,4,55;56;68;69,
9368,0,110/110A-exb0,upper,R2C1,Sn-113-9183,-4.6,4.7,27,0.75,23.6,16372,5,5,9;17;18;26;27,
9368,0,110/110A-exb0,upper,R2C2,Cd-109-9178,-6.1,-1.36,21,0.75,748.6,241793,7,4,12;13;21;22,
9368,0,110/110A-exb0,upper,R2C3,Ce-139-9179,-4.6,-9.16,45,0.99,766.1,45197,4,3,34;44;45,CHECK
9368,0,110/110A-exb0,lower,R2C3,Ce-139-9179,-6.6,-8.58,,,,,0,0,,CHECK
9368,0,110/110A-exb0,lower,R1C1,Bi-207-8890,1.5,4.06,1049,0.8,7.9,40969,5,4,1049;1050;1061;1062,
9368,0,110/110A-exb0,lower,R1C2,Bi-207-9177,0.9,-2.52,1053,0.17,7.8,39659,4,4,1053;1054;1065;1066,
9368,0,110/110A-exb0,lower,R1C3,Bi-207-9176,-0.6,-8.58,1069,0.17,144.6,137915,4,4,1056;1068;1069;1081,
9368,0,110/110A-exb0,lower,R2C1,Sn-113-9183,-5.1,4.41,1096,0.17,20.5,27953,5,4,1096;1097;1105;1106,
9368,0,110/110A-exb0,lower,R2C2,Cd-109-9178,-6.6,-3.38,1110,0.17,1466.2,548371,7,5,1109;1110;1111;1118;1119,
9368,1,110/110A-exb0,upper,R1C1,Bi-207-8890,0.77,9.63,71,0.11,3.0,71,1,4,59;71;72;83,CHECK
9368,1,110/110A-exb0,upper,R1C2,Bi-207-9177,0.77,2.7,75,0.11,10.7,50751,7,5,62;63;74;75;76,
9368,1,110/110A-exb0,upper,R1C3,Bi-207-9176,0.77,-4.23,79,0.11,6.7,32212,7,5,66;67;78;79;90,
9368,1,110/110A-exb0,upper,R2C1,Sn-113-9183,-3.73,8.76,35,0.11,0.5,46,0,4,25;35;36;47,CHECK
9368,1,110/110A-exb0,upper,R2C2,Cd-109-9178,-5.23,2.7,28,0.11,59.7,93146,7,5,10;18;19;27;28,
9368,1,110/110A-exb0,upper,R2C3,Ce-139-9179,-3.73,-5.09,43,0.11,6.7,42120,6,5,32;33;34;43;44,
9368,1,110/110A-exb0,lower,R1C1,Bi-207-8890,1.4,8.29,1047,0.82,62.6,84883,3,3,1047;1059;1060,
9368,1,110/110A-exb0,lower,R1C2,Bi-207-9177,0.8,1.71,1050,0.89,31.0,149276,7,5,1039;1050;1051;1062;1063,
9368,1,110/110A-exb0,lower,R1C3,Bi-207-9176,-0.7,-4.35,1066,0.89,10.5,50608,5,4,1053;1054;1066;1067,
9368,1,110/110A-exb0,lower,R2C1,Sn-113-9183,-5.2,8.64,1094,0.84,12.0,3791,1,3,1084;1094;1095,CHECK
9368,1,110/110A-exb0,lower,R2C2,Cd-109-9178,-6.7,0.84,1107,0.89,282.4,88689,7,3,1097;1106;1107,
9368,1,110/110A-exb0,lower,R2C3,Ce-139-9179,-6.7,-4.35,1111,0.84,121.6,45705,6,3,1102;1111;1112,
9368,2,110/110A-exb0,upper,R1C1,Bi-207-8890,0.78,9.52,71,0.03,33.6,807,4,4,59;71;72;83,
9368,2,110/110A-exb0,upper,R1C2,Bi-207-9177,0.78,2.59,75,0.03,10.6,50182,5,4,62;63;75;76,
9368,2,110/110A-exb0,upper,R1C3,Bi-207-9176,0.78,-4.33,79,0.03,10.1,48394,7,6,66;67;79;80;90;91,
9368,2,110/110A-exb0,upper,R2C1,Sn-113-9183,-3.72,8.66,35,0.03,1.0,89,1,3,35;36;47,CHECK
9368,2,110/110A-exb0,upper,R2C2,Cd-109-9178,-5.22,2.59,28,0.03,103.5,161494,7,5,10;18;19;28;29,
9368,2,110/110A-exb0,upper,R2C3,Ce-139-9179,-3.72,-5.2,43,0.03,6.6,41486,7,5,32;33;34;43;44,
9368,2,110/110A-exb0,lower,R1C1,Bi-207-8890,1.45,7.44,1047,0.78,111.6,151277,5,5,1036;1047;1048;1059;1060,
9368,2,110/110A-exb0,lower,R1C2,Bi-207-9177,0.85,0.86,1051,0.1,26.8,156821,7,5,1039;1050;1051;1063;1064,
9368,2,110/110A-exb0,lower,R1C3,Bi-207-9176,-0.65,-5.2,1067,0.1,12.6,59753,6,4,1054;1055;1067;1068,
9368,2,110/110A-exb0,lower,R2C1,Sn-113-9183,-5.15,7.79,1094,0.1,439.9,139010,3,3,1084;1094;1095,
9368,2,110/110A-exb0,lower,R2C2,Cd-109-9178,-6.65,-0.01,1108,0.1,254.8,82310,6,4,1098;1107;1108;1116,
9368,2,110/110A-exb0,lower,R2C3,Ce-139-9179,-6.65,-5.2,1111,0.1,153.9,57881,6,3,1102;1111;1112,
9368,3,110/110A-exb0,upper,R1C1,Bi-207-8890,-0.71,8.67,59,0.04,24.0,9966,5,4,59;71;72;83,
9368,3,110/110A-exb0,upper,R1C2,Bi-207-9177,-0.71,1.74,63,0.04,7.7,40744,5,4,63;64;75;76,
9368,3,110/110A-exb0,upper,R1C3,Bi-207-9176,-0.71,-5.19,67,0.04,12.8,59878,6,4,55;67;68;80,
